,Title,Text,Domain
10,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
11,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
12,New Health Topic Added,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
13,New Health Topics Added,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
14,New Health Topic,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
15,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
16,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
17,New Coronavirus Testing Page,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
18,Coronavirus Information Updated,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
19,New Health Topic,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
20,PDF Fact Sheet Added,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
21,Spanish Health Topic Added,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
22,MedlinePlus Has Retired the How to Write Easy-to-Read Health Materials page in English and Spanish. ,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
23,About MedlinePlus: New and Updated Information ,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
24,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
25,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
26,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
27,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
28,Health Topics Name Changes,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
29,New Medical Tests Added to MedlinePlus,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
30,New Page on MedlinePlus for All of Us Research Program Participants,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
31,Welcome to the What's New page,"April 16, 2021

New Genetic Page

A new page has been added to MedlinePlus Genetics: What are mRNA vaccines and how do they work?

Scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein. Using this mRNA blueprint, cells produce the viral protein, which triggers an immune response.",medlineplus.gov
32,Pediatric Obstructive Sleep Apnea,"Overview

Pediatric obstructive sleep apnea is a sleep disorder in which your child's breathing is partially or completely blocked repeatedly during sleep. The condition is due to narrowing or blockage of the upper airway during sleep.

There are differences between pediatric obstructive sleep apnea and adult sleep apnea. While adults usually have daytime sleepiness, children are more likely to have behavioral problems. The underlying cause in adults is often obesity, while in children the most common underlying condition is enlargement of the adenoids and tonsils.

Early diagnosis and treatment are important to prevent complications that can affect children's growth, cognitive development and behavior.

Symptoms

During sleep, signs and symptoms of pediatric sleep apnea might include:

Snoring

Pauses in breathing

Restless sleep

Snorting, coughing or choking

Mouth breathing

Nighttime sweating

Bed-wetting

Sleep terrors

Infants and young children with obstructive sleep apnea don't always snore. They might just have disturbed sleep.

During the day, children with sleep apnea might:

Perform poorly in school

Have difficulty paying attention

Have learning problems

Have behavioral problems

Have poor weight gain

Be hyperactive

When to see a doctor

Make an appointment with your child's doctor if your child consistently wakes up in the morning feeling tired and has behavioral problems.

Causes

Obesity is a common factor underlying obstructive sleep apnea in adults. But in children the most common condition leading to obstructive sleep apnea is enlarged tonsils and adenoids. However, obesity also plays a role in children. Other underlying factors can be craniofacial anomalies and neuromuscular disorders.

Risk factors

Besides obesity, other risk factors for pediatric sleep apnea include having:

Down syndrome

Abnormalities in the skull or face

Cerebral palsy

Sickle cell disease

Neuromuscular disease

History of low birth weight

Family history of obstructive sleep apnea

Complications

Pediatric obstructive sleep apnea can have serious complications, including:",www.mayoclinic.org
33,Healthy Food Choices for Your Family,"Page Content

​How can you ensure that your child is well nourished?

Here are some tips to keep in mind when planning and preparing meals for your family.

Variety

Your child should consume a variety of foods from the five major food groups. Each food group supplies important nutrients, including vitamins and minerals.



The five food groups and typical minimum servings:

Vegetables: 3-5 servings per day. A serving may consist of 1 cup of raw leafy vegetables, 3/4 cup of vegetable juice, or 1/2 cup of other vegetables, chopped raw or cooked.

Fruits: 2-4 servings per day. A serving may consist of 1/2 cup of sliced fruit, 3/4 cup of fruit juice, or a medium-size whole fruit, like an apple, banana, or pear.

Bread, cereal, or pasta: 6-11 servings per day. Each serving should equal 1 slice of bread, 1/2 cup of rice or pasta, or 1 ounce of cereal.

Protein foods: 2-3 servings of 2-3 ounces of cooked lean meat, poultry, or fish per day. A serving in this group may also consist of 1/2 cup of cooked dry beans, one egg, or 2 tablespoons of peanut butter for each ounce of lean meat.

Dairy products: 2-3 servings per day of 1 cup of low-fat milk or yogurt, or 1 1/2 ounces of natural cheese.

Fiber​

Fiber is a carbohydrate component of plant foods that is usually un-digestible. It is found in foods like fruits, vegetables, whole-grain breads, cereals, brown rice, beans, seeds, and nuts.

In adults: Increased fiber has been linked with a reduction of chronic gastrointestinal problems, including colon cancer, irritable bowel syndrome, and diverticulitis.

In children: Fiber's only proven benefit is its ability to ease constipation—providing bulk that can promote regular bowel movements, soften the stools, and decrease the time it takes food to travel through the intestines. But since food preferences and eating habits often get searly in life, and since high-fiber foods contain other nutrients, parents should include these foods in children's daily diets. See Kids Need Fiber: Here's Why and How.

Protein

Your child needs protein so their body can grow and function properly. This includes building new tissues and producing antibodies that help fight infections. Without essential amino acids (the building blocks of protein), children would be much more susceptible to serious diseases.

Protein-rich plants—such as dried beans and peas (legumes), grains, seeds, and nuts—can be used as valuable sources of protein. Other protein-rich foods include meat, fish, milk, yogurt, cheese, and eggs. These animal products contain high-quality protein and a full array of amino acids.

Keep in mind, however, that while red meat and shellfish are rich in protein and an important source of iron, they can also be high in fat and cholesterol as well. So, your child should consume them only in moderate amounts. Select lean cuts of meat and trim the fat before cooking. Likewise, remove skin from poultry before serving.

Fat

Humans cannot live without fats. They are a concentrated source of energy, providing essential fatty acids that are needed for a variety of bodily processes (metabolism, blood clotting, and vitamin absorption).

However, high fat intake—particularly a diet high in saturated fats—can cause problems. Saturated fats are usually solid at room temperatures and are found in fatty meats (such as beef, pork, ham, veal, and lamb) and many dairy products (whole milk, cheese, and ice cream). They can contribute to the buildup of plague in blood vessels and lead to heart disease later in life. A diet rich in saturated fats also can increase blood cholesterol, particularly in people who have inherited a tendency toward high cholesterol levels.

After age two: Children should be served foods that are lower in fat and saturated fats. Chances are that your child's favorite foods are higher in fat than is desirable. Healthy ating means relying more on low-fat, low-cholesterol foods like poultry, fish, and lean meat (broiled, baked, or roasted; not fried), soft margarine (instead of butter), low-fat dairy products, and low-saturated-fat oils from vegetables, while limiting egg consumption.

As a general guideline, fats should make up less than 30% of the calories in your child's diet. No more than about 1/3 or less of those fat calories should come from from saturated fat, with the rest coming from unsaturated (that is, polyunsaturated or monounsaturated) fats. These healthier fats are liquid at room temperature and include vegetable oils like corn, safflower, sunflower, soybean, and olive.

Some parents find the information about various types of fat confusing. In general, oils and fats that come from animals are saturated. The simplest place to start is just to reduce the amount of fatty foods of all types in your family's diet. See How to Reduce Fat and Cholesterol in Your Child's Diet.

Sugar

Limit the amount of sugar in your child's diet to to moderate levels. Sugar has plenty of calories, but dietitians often call them “empty calories"" because they have very little additional nutritional value. Even so, many children consume sugar in large amounts, usually at the expense of healthier foods. When children drink sodas, for example, they are usually leaving the milk in the refrigerator; when they eat a brownie, they may be overlooking the bowl of fruit, a good source of complex carbohydrates, on the kitchen table.

Salt

Table salt, or sodium chloride, may improve the taste of certain foods. However, researchers have found a relationship between salt in the diet and high blood pressure in some people.

High blood pres­sure afflicts about 25% of adult Americans ​​and contributes to heart attacks and strokes.

The habit of using extra salt is an learned one. So, as much as possible, serve your child foods low in salt. In the kitchen, minimize the amount of salt you add to food as you prepare it. Try using herbs, spices, or lemon juice instead. Take the salt shaker off the dinner table, or at least limit its use by your family.

Because salt acts a preservative, processed foods often contain large amounts of it. Salt-rich foods may include processed cheese, instant puddings, canned vegetables, canned soups, hot dogs, cottage cheese, salad dressings, pickles, and potato chips and other snacks.

More information



",www.healthychildren.org
34,Keep it Going! How to Stick with a Fitness Routine,"Sticking to a fitness routine isn't always easy with family, work, hobbies, and everything in between. These tips can help you get started and keep you moving, even when life gets busy.

Find an activity you like. Whether it's walking, biking, or playing a recreational sport, the key to maintaining your exercise routine is doing something you find interesting and enjoyable.

A workout buddy can help keep you accountable and make exercise more fun.

Schedule a time for it. You are more likely to stick with an exercise routine if it is part of your day. Find a time that's most convenient for you, whether it's first thing in the morning or after work. If you don't have 30 full minutes to dedicate to exercise, try to be active a few times throughout the day.

Get active with friends. A workout buddy can help keep you accountable and make exercise more fun. During social distancing you can do this by working out with someone in your household or with a friend or family member digitally.

Measure your progress. Keep track of how far you walked, how much weight you lifted, or how far you stretched. Measuring your progress and noting improvements will help you stay motivated.

Try something new! Exercise shouldn't be boring. Trying a new exercise video or sport is one way to keep your exercise routine fresh.",magazine.medlineplus.gov
35,How to Cope with the Stress of Social Isolation,"Social isolation, or being physically separated from others, can lead to loneliness and increased stress, especially during a pandemic.

Loneliness has been associated with higher rates of depression, anxiety, and suicide. It can also weaken our immune systems, which helps protect us from getting sick. Luckily, understanding stress and loneliness and how to manage them can help.

How stress affects us

While some stress is normal, too much of it can interfere with daily activities, relationships, and work. Symptoms of stress and anxiety include:

Feeling irritable, restless, and on edge

Feeling overwhelmed and unmotivated

Muscle tension

Fatigue or tiredness

Difficulty concentrating

Combating stress

To combat stress, make sure to eat a diet full of heart-healthy fruits, vegetables, and grains. Get enough sleep (for adults, that is usually between 7 and 8 hours) and seek out physical activity.

Connecting with nature can lower levels of stress and reduce symptoms of anxiety and depression. A walk or bike ride may make you feel better and stay physically fit. Just 30 minutes of physical activity a day can make a big difference. Remember to wear a mask even when you are outside. Also, keep 6 feet of space between yourself and people who do not live in your home.

Combating loneliness

Avoiding in-person social gatherings will help keep you and others safe. But you can stay in touch with people in other ways:

Connect with loved ones through online games, video calls, or messaging apps.

Look online for virtual exercise classes, religious services, and cultural events.

Try at-home, guided yoga, mindfulness, or meditation through a mobile app.

Consider adopting a pet. Pets can provide comfort and lower blood pressure, according to the National Institute on Aging.

Reach out to a health care professional

Stress and social isolation can worsen existing mental illness. Consult your health care provider if your feelings are getting in the way of your daily life.

""For those with mental illnesses, be sure to continue your treatment regimens,"" says Joshua Gordon, M.D., Ph.D., director of the National Institute of Mental Health. ""Consider developing a plan for telehealth sessions with your provider if you (or your provider) are quarantined or must avoid exposures to the public for any reason. And reach out to friends and family for support, virtually if necessary.""",magazine.medlineplus.gov
36,New Research on Palliative Care and COVID-19,"Jean Kutner, M.D., a professor of medicine at the University of Colorado School of Medicine, is a well-known expert in palliative and hospice care. She is also a top researcher in the field. She says palliative care ""focuses on the whole person, addressing their spiritual, psychological, and medical needs along the whole course of their journey with a serious illness.""

This year, the COVID-19 pandemic has spotlighted the need for doctors and nurses trained in palliative care. Hospitals are treating thousands of seriously ill patients. Many of them may end up on life support with their families unable to be with them.

Dr. Kutner discussed how palliative care teams are helping patients and families during this time.

Doctors and nurses trained in palliative care have been in high demand during the pandemic. Has the crisis shown people how this kind of care can help patients and their families?

Yes, absolutely. At hospitals across the country, there has been increased demand for palliative care teams. They help overwhelmed families, patients, and hospital staff cope with this very serious illness. It has been especially hard for patients and families who have to be separated because the virus is so contagious. A palliative care team can support families that have to make difficult decisions. The pandemic has also shown the importance of having conversations about the goals of care—such as, do you want to be on a ventilator?—and documenting someone who can make medical decisions for a patient who is seriously ill or dying. This is also known as a health care proxy.

""A palliative care team can support families that have to make difficult decisions."" – Jean Kutner, M.D.

Much of the early research on the benefits of palliative care involved cancer patients. How is the scope of palliative care expanding?

It's true that palliative care had its roots in helping people with cancer. In the last five-plus years, there has been more work with people who have Parkinson's, ALS, heart failure, lung diseases like COPD, advanced kidney disease, and dementia. These groups have different needs than cancer patients. There's also been exciting research supporting children and adolescents with progressive, life-limiting illness.

Can you tell us about the NIH-funded research you are involved in?

I am the lead researcher in a large national project funded by the National Institute of Nursing Research on providing training for other palliative care researchers. I'm also doing research on training palliative care providers to help families with the most difficult conversations regarding a family member's health.

Until recently, people may not have heard of palliative care or confused it with hospice care. Is that changing?

When I gave talks to public groups about palliative care 10 years ago, I often would get blank stares. But that is changing. More people have heard of it. There is also a growing number of patient and provider groups who are huge advocates of it. I especially see that among our nursing and medical school students, even clinical psychology students. When I do interviews for residency programs in internal medicine, the students ask about rotations in palliative care. They feel it's important. This generation of trainees is truly going to change this field.",magazine.medlineplus.gov
37,Comfort Care for Kids and Their Families: A Mother's Story,"When Jake Swoyer was born in 1995, he seemed like any other healthy baby boy. His family—parents, John and Barbara Swoyer, and big brother Ryan, then 3— were thrilled.

But when Jake, who is from Sudbury, Massachusetts, was 7 months old, he had his first seizure. After that, ""he got very sick, very quickly,"" his mother says. His seizures came frequently and could last up to an hour. ""We had 23 ambulance rides in that first year.""

""I had no idea what palliative care really was or what it could do for us."" – Barbara Swoyer

Despite a lot of testing, doctors were unable to determine a cause for his seizures until Jake was nearly 10 years old, when a test revealed he had a genetic mutation associated with Dravet syndrome. Dravet syndrome is a lifelong, rare form of epilepsy that begins in the first year of life and typically doesn't respond to medication. Jake was also later diagnosed with mitochondrial dysfunction, adding to the severity and complexity of his disease.

Since he was diagnosed, Jake has suffered a long, slow, steady decline in his health, his mother says. Palliative care has made all the difference in how the family has coped with Jake's devastating condition and in helping Jake enjoy a good quality of life. He received pediatric palliative care support and services until he turned 21.

Finding palliative care

""When Jake was first diagnosed, our physician suggested enrolling him in palliative care. Like many families, my first thought was, 'Oh no, he thinks my son is dying.' I had no idea what palliative care really was or what it could do for us,"" Barbara recalls.

She finally took his suggestion after about a year. As Barbara worked with several different providers, ""a light bulb finally went off. I realized what palliative care was supposed to be,"" she says. ""Along with providing clinical and emotional support, the palliative team introduced comfort care measures. Jake was able to receive pet therapy for enjoyment, massage therapy for relaxation, and music therapy for active engagement and socialization. Each of these therapies brought joy and positive change into his daily life.""

Palliative care services also included a medical team to help with medical support and crisis management, Barbara says. ""They could come to the house, diagnose a problem, and prescribe and provide treatment. We didn't have to go to the hospital for every problem."" Having home-based medical support allowed the family to treat problems in their own home, which became especially important as Jake got older.

Embracing a difficult but important path

A chaplain and a social worker paid regular visits to the Swoyer home.

""In 25 years of caring for a child with limited life expectancy, these were two of the more meaningful and pivotal people I had the opportunity to work with,"" Barbara says. They were open to and encouraged philosophical discussion about Jake's eventual end of life.

""They helped us consider and define our goals of care,"" Barbara says. ""From these conversations, we felt at peace with past decisions and better equipped to make future decisions on Jake's behalf. It was a relief to have these discussions in periods of calm, rather than in moments of crisis.""

Barbara is a founding member of the Parent Advisory Board for Courageous Parents Network, a nonprofit organization that helps families and providers caring for children with serious illness. Her wish is for families to understand that palliative care is about helping a child live well in the face of life-threatening disease.

""It's about bringing happiness and comfort to a child, while also supporting the entire family unit, no matter where they are on their journey with serious illness,"" she says.

How pediatric palliative care can benefit your family

Barbara Swoyer tells parents that pediatric palliative care can help them with these issues:",magazine.medlineplus.gov
38,Why Does Your Back Hurt?,"Gwendolyn Sowa, M.D., Ph.D.

Identifying the cause of low back pain has become a frequent challenge for medical professionals. It is also what has encouraged Gwendolyn Sowa, M.D., Ph.D., of the University of Pittsburgh to study the topic.

Low back pain is a widespread issue in the U.S. It affects more than 25% of workers, according to a recent national health survey. An injury, working in a physically demanding job, or working in a job where you sit too much can all contribute to back pain.

""It's one of the most common causes of disability both from a quality of life perspective but also from a productivity perspective,"" Dr. Sowa says. ""It has a huge impact on how patients can function in their everyday life, whether that's their work, their home-related activities, or their leisure activities.""

Because of how widespread it is, low back pain also presents an opportunity for researchers.

""The findings on traditional imaging such as X-rays and MRIs often have a very poor correlation with patient symptoms."" – Gwendolyn Sowa, M.D., Ph.D.

An opportunity for change

""It's also one of the areas that we have the biggest opportunity to change the way we care for patients,"" Dr. Sowa explained. One of those opportunities is around identifying contributors to back pain.

""The findings on traditional imaging such as X-rays and MRIs often have a very poor correlation with patient symptoms,"" Dr. Sowa explains. She says that many people who might have physical damage to their low back may not experience any symptoms. On the other hand, some individuals might experience a great deal of low back pain but could have little visible damage.

Through her work supported by the National Institute of Arthritis and Musculoskeletal and Skin Diseases, Dr. Sowa and her collaborators study better ways to treat people based on their individual symptoms and medical history. This includes looking at factors like genetics, stress, lifestyle, behaviors, and activity levels.

Holistic health for low back pain

Rather than treating one symptom or only looking at one aspect of a person's pain, Dr. Sowa says she and her team aim for a more well-rounded approach.

""We want to develop precision medicine approaches to their treatment that we hope will be more effective and prevent a trial-and-error type of approach to treating these patients,"" Dr. Sowa says.

She adds that the ultimate goal of her research is to decrease unnecessary treatments and increase the chances of finding the right treatment the first time.

""If we don't improve [patients'] function and get their pain under control, they're more likely to progress to chronic back pain,"" she says.

Addressing chronic pain

Dr. Sowa also studies how to better address chronic back pain through the Back Pain Consortium (BACPAC) Research Program of the Helping to End Addiction Long-termSM Initiative, or NIH HEAL InitiativeSM. The NIH HEAL Initiative's goal is to help advance research that will address the national opioid public health crisis. Opioids are often prescribed for low back pain. They are strong and sometimes addictive painkillers that have been overused and sometimes misused, and not currently indicated for use in chronic low back pain.

To tackle this complex and common problem, teamwork is key, she notes.

""It's a complex problem, and one that an individual field is not going to solve,"" Dr. Sowa says. ""As we bring physicians and scientists from all different backgrounds together, I'm hoping we can move the needle on it.""",magazine.medlineplus.gov
